Date,Time,Transport_Mode,Route,Start_Location,End_Location,Distance_km,Passenger_Count,Delay_Duration_min,CO2_Emissions_kg,Satisfaction_Score
2025-07-09,17:15,Tram,T-9,South District,North District,5.6,80,3,0.22,3.0
2025-07-10,13:15,Shared Cycling,Cycle-Share,East District,South District,2.0,1,0,0.0,3.0
2025-07-10,14:45,Tram,T-7,South District,West District,7.0,89,4,0.28,3.0
2025-07-10,14:45,Bus,B-65,City Center,South District,12.0,39,3,1.2,4.0
2025-07-10,15:30,Tram,T-7,City Center,South District,6.9,36,0,0.28,4.0
2025-07-10,20:15,Tram,T-14,City Center,West District,3.6,105,0,0.14,3.0
2025-07-11,05:30,Tram,T-2,North District,South District,4.1,67,2,0.16,3.0
2025-07-11,07:00,Tram,T-14,West District,North District,6.2,59,2,0.25,4.0
2025-07-11,08:00,Bus,B-25,West District,North District,9.2,6,8,0.92,3.0
2025-07-11,15:45,Bus,B-16,East District,North District,11.8,75,0,1.18,2.0
2025-07-11,17:15,Bus,B-65,East District,South District,9.3,37,1,0.93,1.0
2025-07-11,20:15,Bus,B-33,South District,North District,12.9,39,6,1.29,4.0
2025-07-11,20:45,Tram,T-8,South District,North District,7.7,38,6,0.31,3.0
2025-07-11,22:15,Bus,B-66,City Center,North District,8.4,34,20,0.84,1.0
2025-07-12,07:30,Tram,T-13,North District,City Center,5.5,62,0,0.22,3.0
2025-07-12,07:30,Bus,B-61,North District,City Center,9.1,28,11,0.91,4.0
2025-07-12,16:45,Bus,B-28,North District,West District,5.4,49,14,0.54,3.0
2025-07-12,21:45,Metro,M-Green,City Center,West District,7.6,370,3,0.23,3.0
2025-07-13,08:30,Bus,B-86,West District,City Center,7.4,13,0,0.74,3.0
2025-07-13,09:45,Rail,R-Local,South District,City Center,64.2,318,5,3.21,3.0
2025-07-14,07:15,Bus,B-77,North District,South District,7.7,18,0,0.77,2.0
2025-07-14,07:30,Tram,T-4,South District,North District,2.6,74,2,0.1,3.0
2025-07-14,07:45,Tram,T-7,East District,South District,7.0,33,9,0.28,3.0
2025-07-14,07:45,Bus,B-23,East District,South District,7.9,68,21,0.79,5.0
2025-07-14,08:45,Shared Cycling,Cycle-Share,North District,South District,3.9,1,0,0.0,5.0
2025-07-14,08:45,Bus,B-42,South District,East District,3.8,63,5,0.38,2.0
2025-07-14,09:00,Metro,M-Blue,South District,City Center,23.7,409,0,0.71,2.0
2025-07-14,11:15,Tram,T-2,West District,East District,2.3,75,4,0.09,5.0
2025-07-14,12:30,Bus,B-40,East District,South District,10.5,43,1,1.05,4.0
2025-07-14,12:45,Bus,B-39,South District,City Center,13.4,49,0,1.34,4.0
2025-07-14,13:30,Tram,T-2,North District,East District,4.8,92,9,0.19,5.0
2025-07-14,19:45,Rail,R-Express,City Center,North District,75.3,272,44,3.77,3.0
2025-07-14,23:15,Tram,T-14,North District,City Center,5.4,85,11,0.22,4.0
2025-07-15,10:15,Bus,B-37,East District,City Center,9.2,63,0,0.92,2.0
2025-07-15,10:30,Tram,T-13,West District,North District,9.8,96,0,0.39,4.0
2025-07-15,13:00,Bus,B-49,South District,West District,4.1,58,0,0.41,2.0
2025-07-15,17:30,Bus,B-90,West District,City Center,13.9,23,13,1.39,4.0
2025-07-15,17:45,Rail,R-Express,West District,City Center,48.4,685,23,2.42,5.0
2025-07-15,18:45,Bus,B-29,City Center,East District,13.1,20,0,1.31,3.0
2025-07-15,21:00,Rail,R-Local,East District,City Center,74.5,502,28,3.73,5.0
2025-07-15,22:00,Metro,M-Red,East District,City Center,13.1,147,0,0.39,4.0
2025-07-16,05:45,Bus,B-33,North District,West District,7.2,55,13,0.72,3.0
2025-07-16,10:00,Metro,M-Green,East District,South District,26.8,262,0,0.8,4.0
2025-07-16,10:30,Metro,M-Green,West District,East District,17.8,363,4,0.53,2.0
2025-07-16,10:45,Metro,M-Yellow,South District,West District,7.3,166,0,0.22,4.0
2025-07-16,12:30,Metro,M-Green,West District,East District,19.1,168,2,0.57,4.0
2025-07-16,16:30,Tram,T-9,South District,East District,3.6,95,5,0.14,3.0
2025-07-16,16:45,Bus,B-32,North District,South District,14.7,28,0,1.47,3.0
2025-07-16,21:00,Bus,B-36,North District,West District,5.7,31,0,0.57,2.0
2025-07-17,07:45,Metro,M-Green,North District,West District,25.6,202,2,0.77,3.0
2025-07-17,08:45,Metro,M-Green,North District,South District,16.3,346,1,0.49,4.0
2025-07-17,16:00,Metro,M-Red,South District,North District,26.1,190,1,0.78,4.0
2025-07-17,17:30,Metro,M-Green,East District,West District,24.2,411,9,0.73,3.0
2025-07-17,20:15,Bus,B-28,West District,East District,3.8,20,5,0.38,2.0
2025-07-17,20:30,Bus,B-63,East District,North District,8.2,42,0,0.82,4.0
2025-07-17,21:30,Rail,R-Express,South District,West District,64.8,307,10,3.24,5.0
2025-07-18,07:30,Bus,B-97,West District,North District,14.2,42,9,1.42,4.0
2025-07-18,07:30,Rail,R-Local,East District,South District,60.3,520,40,3.02,4.0
2025-07-18,10:00,Bus,B-53,South District,West District,11.4,54,12,1.14,5.0
2025-07-18,16:45,Metro,M-Yellow,City Center,West District,24.7,414,0,0.74,3.0
2025-07-19,06:45,Metro,M-Red,South District,West District,12.8,159,4,0.38,3.0
2025-07-19,09:00,Metro,M-Red,East District,South District,20.0,586,0,0.6,5.0
2025-07-19,14:15,Metro,M-Yellow,South District,East District,20.6,447,0,0.62,4.0
2025-07-19,14:30,Metro,M-Yellow,East District,South District,8.8,429,0,0.26,3.0
2025-07-19,15:30,Metro,M-Blue,City Center,West District,12.7,376,2,0.38,4.0
2025-07-20,17:00,Tram,T-3,East District,City Center,4.6,90,8,0.18,2.0
2025-07-21,07:45,Bus,B-78,West District,City Center,9.0,27,4,0.9,3.0
2025-07-21,10:00,Tram,T-13,South District,North District,2.2,83,0,0.09,2.0
2025-07-21,15:00,Metro,M-Red,West District,South District,7.0,345,0,0.21,3.0
2025-07-21,22:45,Rail,R-Express,City Center,East District,77.2,533,5,3.86,1.0
2025-07-22,05:15,Shared Cycling,Cycle-Share,South District,City Center,5.0,1,0,0.0,4.0
2025-07-22,10:45,Tram,T-3,North District,East District,2.1,104,3,0.08,3.0
2025-07-22,14:00,Metro,M-Green,West District,North District,19.2,213,0,0.58,5.0
2025-07-22,16:15,Bus,B-77,North District,West District,9.3,36,18,0.93,5.0
2025-07-22,17:45,Metro,M-Blue,East District,City Center,22.8,194,7,0.68,3.0
2025-07-22,18:00,Tram,T-10,East District,City Center,5.4,121,0,0.22,3.0
2025-07-22,20:30,Metro,M-Blue,City Center,South District,8.2,339,3,0.25,3.0
2025-07-23,07:30,Metro,M-Green,City Center,South District,14.9,332,0,0.45,5.0
2025-07-23,08:00,Tram,T-9,South District,City Center,6.0,98,1,0.24,2.0
2025-07-23,09:00,Shared Cycling,Cycle-Share,East District,West District,0.9,1,0,0.0,4.0
2025-07-23,16:30,Bus,B-43,East District,City Center,2.1,37,4,0.21,1.0
2025-07-23,18:30,Bus,B-99,West District,North District,12.0,46,11,1.2,2.0
2025-07-23,19:30,Bus,B-10,East District,West District,7.3,26,17,0.73,2.0
2025-07-23,20:00,Metro,M-Red,South District,East District,10.8,400,2,0.32,3.0
2025-07-23,21:45,Bus,B-18,West District,East District,6.1,45,7,0.61,4.0
2025-07-24,05:00,Tram,T-8,City Center,West District,8.9,59,12,0.36,5.0
2025-07-24,08:00,Tram,T-5,City Center,North District,9.1,72,2,0.36,2.0
2025-07-24,08:15,Rail,R-Express,North District,East District,23.9,492,2,1.2,2.0
2025-07-24,11:00,Rail,R-Express,City Center,East District,42.1,196,0,2.1,5.0
2025-07-24,11:00,Rail,R-Express,West District,North District,79.9,183,22,4.0,4.0
2025-07-24,16:15,Bus,B-62,North District,East District,3.6,36,15,0.36,4.0
2025-07-24,16:45,Metro,M-Yellow,South District,East District,7.1,475,3,0.21,4.0
2025-07-24,21:15,Bus,B-26,City Center,North District,8.5,31,0,0.85,3.0
2025-07-25,05:45,Bus,B-25,East District,North District,6.0,44,0,0.6,3.0
2025-07-25,06:00,Tram,T-6,South District,City Center,3.7,121,0,0.15,3.0
2025-07-25,07:45,Rail,R-Local,North District,South District,72.6,502,25,3.63,1.0
2025-07-25,09:30,Metro,M-Green,East District,West District,6.3,295,0,0.19,5.0
2025-07-25,11:45,Metro,M-Green,City Center,East District,29.5,153,0,0.89,3.0
2025-07-25,14:30,Bus,B-66,West District,North District,13.3,54,16,1.33,1.0
2025-07-25,16:00,Shared Cycling,Cycle-Share,East District,West District,3.4,1,0,0.0,4.0
2025-07-25,17:30,Metro,M-Blue,West District,South District,5.3,206,7,0.16,4.0
2025-07-25,22:00,Bus,B-18,South District,East District,6.4,39,14,0.64,
2025-07-26,07:45,Metro,M-Red,City Center,North District,14.7,164,0,0.44,3.0
2025-07-26,15:00,Bus,B-39,City Center,North District,3.5,38,1,0.35,4.0
2025-07-26,16:45,Metro,M-Green,City Center,West District,22.3,347,0,0.67,4.0
2025-07-26,17:45,Bus,B-84,North District,South District,8.1,32,0,0.81,3.0
2025-07-26,22:15,Rail,R-Local,East District,North District,74.1,154,2,3.71,4.0
2025-07-26,23:15,Bus,B-20,South District,West District,13.4,46,9,1.34,3.0
2025-07-27,09:00,Metro,M-Blue,South District,West District,14.8,464,17,0.44,3.0
2025-07-27,09:45,Tram,T-12,City Center,North District,3.2,77,0,0.13,5.0
2025-07-27,13:30,Metro,M-Red,South District,North District,11.0,227,0,0.33,3.0
2025-07-27,15:45,Metro,M-Yellow,East District,North District,26.3,224,1,0.79,3.0
2025-07-27,16:45,Metro,M-Green,West District,East District,20.2,312,1,0.61,2.0
2025-07-27,17:30,Metro,M-Red,East District,South District,14.6,166,0,0.44,4.0
2025-07-27,17:45,Bus,B-58,North District,City Center,4.0,56,0,0.4,2.0
2025-07-28,07:15,Metro,M-Green,West District,City Center,8.2,240,0,0.25,3.0
2025-07-28,09:45,Rail,R-Express,East District,South District,69.0,450,29,3.45,4.0
2025-07-28,09:45,Metro,M-Blue,East District,North District,11.5,387,0,0.34,5.0
2025-07-28,11:15,Shared Cycling,Cycle-Share,South District,West District,1.3,1,0,0.0,3.0
2025-07-28,12:30,Bus,B-42,East District,South District,14.6,26,4,1.46,4.0
2025-07-28,13:45,Bus,B-28,City Center,South District,8.1,52,9,0.81,3.0
2025-07-28,22:30,Bus,B-84,North District,East District,5.9,60,15,0.59,3.0
2025-07-29,05:30,Metro,M-Blue,South District,City Center,21.5,539,12,0.65,3.0
2025-07-29,14:30,Shared Cycling,Cycle-Share,South District,West District,3.0,1,0,0.0,4.0
2025-07-29,14:45,Metro,M-Yellow,South District,East District,28.4,344,0,0.85,5.0
2025-07-29,19:30,Bus,B-23,North District,City Center,6.4,49,19,0.64,2.0
2025-07-29,19:45,Bus,B-28,North District,East District,12.6,29,2,1.26,1.0
2025-07-29,20:45,Metro,M-Blue,North District,City Center,16.2,180,6,0.49,3.0
2025-07-29,23:30,Bus,B-72,North District,South District,10.3,26,22,1.03,1.0
2025-07-30,05:15,Bus,B-58,North District,South District,3.2,15,0,0.32,1.0
2025-07-30,07:15,Metro,M-Blue,City Center,East District,29.0,178,0,0.87,4.0
2025-07-30,10:45,Shared Cycling,Cycle-Share,City Center,North District,3.5,1,0,0.0,3.0
2025-07-30,15:00,Rail,R-Local,South District,City Center,30.7,411,23,1.54,3.0
2025-07-30,16:45,Bus,B-10,South District,City Center,3.3,46,25,0.33,2.0
2025-07-30,17:15,Metro,M-Blue,North District,South District,22.9,189,6,0.69,3.0
2025-07-30,19:45,Metro,M-Blue,South District,West District,26.2,240,2,0.79,5.0
2025-07-30,21:00,Metro,M-Blue,West District,North District,10.1,426,4,0.3,3.0
2025-07-31,14:30,Rail,R-Local,South District,East District,54.2,394,0,2.71,3.0
2025-07-31,17:30,Metro,M-Red,North District,City Center,24.9,447,4,0.75,3.0
2025-07-31,19:15,Metro,M-Green,City Center,West District,23.3,206,3,0.7,3.0
2025-08-01,07:30,Metro,M-Green,West District,East District,10.3,419,1,0.31,3.0
2025-08-01,07:45,Bus,B-10,City Center,North District,10.6,44,8,1.06,3.0
2025-08-01,08:00,Bus,B-93,North District,City Center,13.8,40,14,1.38,2.0
2025-08-01,13:15,Bus,B-67,West District,South District,5.0,55,18,0.5,4.0
2025-08-01,14:00,Bus,B-67,South District,City Center,14.9,33,0,1.49,1.0
2025-08-01,14:45,Bus,B-22,City Center,East District,6.5,67,10,0.65,2.0
2025-08-01,15:00,Bus,B-38,North District,West District,11.5,44,6,1.15,1.0
2025-08-01,20:00,Metro,M-Blue,East District,North District,27.0,306,6,0.81,2.0
2025-08-01,20:45,Metro,M-Red,East District,North District,26.7,218,2,0.8,3.0
2025-08-01,21:15,Bus,B-12,City Center,East District,13.4,16,0,1.34,2.0
2025-08-01,23:30,Tram,T-8,East District,West District,7.0,50,7,0.28,3.0
2025-08-02,09:00,Tram,T-4,North District,South District,6.3,121,1,0.25,4.0
2025-08-02,14:30,Bus,B-54,South District,East District,13.9,64,12,1.39,3.0
2025-08-02,19:30,Bus,B-82,East District,North District,2.2,44,0,0.22,3.0
2025-08-02,20:00,Bus,B-80,South District,North District,9.6,49,2,0.96,3.0
2025-08-02,22:45,Bus,B-21,East District,South District,11.3,30,10,1.13,3.0
2025-08-03,05:00,Bus,B-47,East District,West District,11.0,56,0,1.1,1.0
2025-08-03,08:00,Rail,R-Express,West District,South District,23.4,587,0,1.17,2.0
2025-08-03,11:15,Metro,M-Blue,South District,City Center,10.7,274,3,0.32,3.0
2025-08-03,11:15,Metro,M-Blue,East District,South District,25.8,376,2,0.77,4.0
2025-08-03,13:15,Metro,M-Green,South District,East District,9.7,389,0,0.29,3.0
2025-08-03,20:15,Bus,B-99,North District,East District,5.4,45,0,0.54,3.0
2025-08-03,22:00,Bus,B-54,City Center,South District,11.3,45,6,1.13,4.0
2025-08-03,23:30,Tram,T-14,West District,South District,7.6,51,8,0.3,4.0
2025-08-04,05:45,Metro,M-Blue,City Center,North District,29.1,176,12,0.87,5.0
2025-08-04,07:45,Tram,T-15,South District,City Center,3.3,86,0,0.13,4.0
2025-08-04,08:00,Bus,B-82,South District,East District,8.4,64,1,0.84,4.0
2025-08-04,13:30,Rail,R-Local,City Center,North District,68.8,474,12,3.44,1.0
2025-08-04,22:30,Metro,M-Red,East District,West District,8.5,51,0,0.26,4.0
2025-08-05,08:45,Shared Cycling,Cycle-Share,South District,West District,1.3,1,0,0.0,4.0
2025-08-05,09:00,Bus,B-39,City Center,West District,10.6,29,21,1.06,3.0
2025-08-05,10:00,Bus,B-92,West District,East District,3.2,41,0,0.32,3.0
2025-08-05,10:45,Bus,B-43,North District,East District,14.1,8,11,1.41,4.0
2025-08-05,11:15,Tram,T-6,East District,North District,6.4,88,9,0.26,3.0
2025-08-05,16:30,Metro,M-Red,West District,North District,29.4,345,0,0.88,3.0
2025-08-05,16:45,Bus,B-32,South District,West District,10.3,25,11,1.03,2.0
2025-08-05,17:30,Metro,M-Red,City Center,West District,13.7,265,2,0.41,2.0
2025-08-05,19:00,Bus,B-75,East District,City Center,8.3,61,7,0.83,4.0
2025-08-05,20:45,Metro,M-Red,East District,North District,8.6,189,3,0.26,4.0
2025-08-05,22:15,Shared Cycling,Cycle-Share,City Center,North District,4.1,1,0,0.0,5.0
2025-08-06,06:00,Bus,B-34,South District,North District,5.7,54,22,0.57,1.0
2025-08-06,07:15,Bus,B-43,East District,City Center,9.5,38,16,0.95,3.0
2025-08-06,09:15,Shared Cycling,Cycle-Share,South District,North District,4.5,1,0,0.0,4.0
2025-08-06,11:00,Metro,M-Yellow,West District,North District,23.1,339,0,0.69,3.0
2025-08-06,21:30,Metro,M-Yellow,South District,North District,8.9,437,0,0.27,3.0
2025-08-06,22:15,Bus,B-55,North District,West District,4.3,65,0,0.43,3.0
2025-08-07,13:15,Rail,R-Express,South District,West District,56.6,571,0,2.83,3.0
2025-08-07,14:15,Shared Cycling,Cycle-Share,South District,West District,2.0,1,0,0.0,4.0
2025-08-07,15:00,Bus,B-97,North District,East District,11.1,28,13,1.11,4.0
2025-08-07,18:30,Rail,R-Express,South District,City Center,46.8,546,0,2.34,
2025-08-07,23:30,Rail,R-Express,North District,West District,36.2,224,14,1.81,2.0
2025-08-08,05:15,Bus,B-39,West District,City Center,11.3,39,11,1.13,2.0
2025-08-08,10:45,Metro,M-Blue,City Center,West District,10.3,157,0,0.31,
2025-08-08,15:30,Bus,B-62,North District,West District,12.4,24,7,1.24,1.0
2025-08-08,17:00,Metro,M-Green,City Center,South District,21.6,389,0,0.65,4.0
2025-08-08,17:00,Rail,R-Express,East District,South District,75.5,313,0,3.78,2.0
2025-08-08,19:15,Bus,B-70,City Center,North District,8.2,55,40,0.82,2.0
2025-08-08,21:15,Bus,B-62,West District,City Center,8.0,46,21,0.8,3.0
2025-08-09,08:15,Rail,R-Express,West District,East District,53.5,705,15,2.68,2.0
2025-08-09,08:30,Bus,B-27,West District,City Center,13.1,46,17,1.31,3.0
2025-08-09,09:00,Metro,M-Blue,East District,North District,20.0,381,1,0.6,4.0
2025-08-09,12:30,Bus,B-93,East District,City Center,13.7,44,0,1.37,2.0
2025-08-09,12:45,Shared Cycling,Cycle-Share,West District,City Center,4.3,1,0,0.0,4.0
2025-08-09,12:45,Bus,B-36,East District,South District,4.8,60,1,0.48,1.0
2025-08-09,13:00,Metro,M-Blue,West District,South District,21.5,456,0,0.65,5.0
2025-08-09,13:45,Metro,M-Red,West District,City Center,18.0,284,4,0.54,5.0
2025-08-09,15:45,Metro,M-Red,North District,East District,16.4,338,0,0.49,4.0
2025-08-09,16:45,Metro,M-Yellow,East District,West District,21.7,256,2,0.65,4.0
2025-08-09,18:15,Metro,M-Blue,City Center,East District,10.7,247,5,0.32,2.0
2025-08-10,10:00,Bus,B-39,West District,East District,2.3,43,17,0.23,4.0
2025-08-10,18:45,Metro,M-Yellow,City Center,East District,5.5,276,3,0.16,3.0
2025-08-10,19:30,Metro,M-Yellow,East District,West District,18.1,97,1,0.54,3.0
2025-08-10,23:15,Metro,M-Green,South District,East District,9.0,303,0,0.27,4.0
2025-08-11,07:15,Tram,T-2,North District,South District,4.7,78,0,0.19,4.0
2025-08-11,10:30,Rail,R-Express,East District,South District,54.4,308,6,2.72,3.0
2025-08-11,14:00,Metro,M-Yellow,West District,North District,23.7,151,0,0.71,4.0
2025-08-11,21:00,Shared Cycling,Cycle-Share,West District,East District,2.2,1,0,0.0,4.0
2025-08-11,23:15,Tram,T-1,City Center,North District,6.9,121,4,0.28,3.0
2025-08-12,05:45,Rail,R-Express,North District,City Center,20.9,569,10,1.04,2.0
2025-08-12,08:30,Metro,M-Red,East District,West District,20.4,226,11,0.61,4.0
2025-08-12,08:30,Metro,M-Blue,South District,North District,22.5,339,1,0.67,3.0
2025-08-12,09:15,Metro,M-Yellow,West District,East District,25.0,384,7,0.75,4.0
2025-08-12,11:00,Bus,B-10,North District,City Center,9.3,33,0,0.93,2.0
2025-08-12,12:00,Bus,B-72,North District,East District,11.5,34,5,1.15,
2025-08-12,13:00,Bus,B-66,City Center,North District,11.9,73,2,1.19,3.0
2025-08-12,15:45,Tram,T-7,South District,City Center,4.6,107,5,0.18,5.0
2025-08-12,19:45,Bus,B-72,North District,East District,2.9,48,0,0.29,3.0
2025-08-12,20:00,Bus,B-46,West District,City Center,10.9,12,13,1.09,3.0
2025-08-13,07:45,Bus,B-21,West District,East District,3.5,33,4,0.35,3.0
2025-08-13,09:45,Bus,B-14,West District,North District,8.5,43,13,0.85,3.0
2025-08-13,10:45,Metro,M-Yellow,South District,City Center,29.8,226,11,0.89,4.0
2025-08-13,13:15,Bus,B-39,City Center,East District,4.5,65,7,0.45,4.0
2025-08-13,16:15,Bus,B-66,North District,East District,11.5,39,6,1.15,
2025-08-13,19:00,Bus,B-30,West District,City Center,5.9,42,11,0.59,2.0
2025-08-13,19:45,Tram,T-7,South District,City Center,5.3,104,6,0.21,5.0
2025-08-13,22:00,Bus,B-82,West District,North District,3.0,22,7,0.3,2.0
2025-08-13,23:15,Rail,R-Local,North District,South District,78.9,547,0,3.95,3.0
2025-08-14,05:15,Bus,B-64,West District,City Center,12.0,35,3,1.2,5.0
2025-08-14,06:15,Rail,R-Local,City Center,West District,37.5,413,0,1.88,3.0
2025-08-14,08:45,Tram,T-14,City Center,East District,3.8,114,6,0.15,5.0
2025-08-14,09:45,Metro,M-Green,South District,City Center,21.5,378,0,0.65,3.0
2025-08-14,11:15,Metro,M-Yellow,North District,City Center,5.7,219,0,0.17,4.0
2025-08-14,12:45,Bus,B-63,West District,North District,13.4,60,15,1.34,3.0
2025-08-14,14:30,Metro,M-Yellow,City Center,North District,13.0,269,0,0.39,4.0
2025-08-14,23:15,Metro,M-Yellow,West District,North District,6.7,418,4,0.2,3.0
2025-08-15,09:00,Metro,M-Red,City Center,South District,11.8,152,8,0.35,4.0
2025-08-15,09:00,Rail,R-Local,City Center,North District,24.0,253,23,1.2,
2025-08-15,09:30,Metro,M-Blue,West District,North District,14.5,141,2,0.43,4.0
2025-08-15,09:30,Tram,T-8,North District,West District,8.0,54,0,0.32,3.0
2025-08-15,12:45,Bus,B-58,North District,South District,7.3,13,9,0.73,1.0
2025-08-15,14:30,Metro,M-Yellow,East District,North District,21.2,111,0,0.64,4.0
2025-08-15,15:30,Bus,B-54,North District,South District,13.7,47,0,1.37,3.0
2025-08-15,17:00,Shared Cycling,Cycle-Share,East District,North District,1.7,1,0,0.0,5.0
2025-08-15,17:30,Bus,B-89,West District,North District,11.8,34,0,1.18,2.0
2025-08-15,17:45,Metro,M-Blue,East District,City Center,14.4,329,6,0.43,3.0
2025-08-15,18:30,Bus,B-62,West District,City Center,7.0,32,16,0.7,2.0
2025-08-15,19:45,Bus,B-38,East District,City Center,12.9,60,12,1.29,1.0
2025-08-16,05:30,Tram,T-15,East District,South District,2.3,30,4,0.09,3.0
2025-08-16,11:00,Bus,B-34,East District,City Center,4.7,58,4,0.47,3.0
2025-08-16,12:15,Rail,R-Local,North District,South District,53.5,299,0,2.68,3.0
2025-08-16,13:00,Bus,B-95,West District,North District,14.3,53,0,1.43,4.0
2025-08-16,13:15,Bus,B-29,North District,South District,9.0,44,2,0.9,4.0
2025-08-16,13:15,Metro,M-Green,North District,City Center,18.5,229,0,0.55,4.0
2025-08-16,18:15,Bus,B-49,East District,South District,4.7,17,6,0.47,3.0
2025-08-16,23:30,Metro,M-Yellow,City Center,East District,10.2,148,4,0.31,4.0
2025-08-17,07:30,Metro,M-Blue,South District,West District,26.9,224,0,0.81,3.0
2025-08-17,09:45,Metro,M-Yellow,South District,City Center,28.2,211,1,0.85,3.0
2025-08-17,16:15,Metro,M-Red,North District,East District,5.0,430,4,0.15,3.0
2025-08-17,19:00,Metro,M-Red,West District,East District,17.5,209,15,0.53,4.0
2025-08-17,19:45,Metro,M-Blue,North District,City Center,5.8,287,0,0.17,4.0
2025-08-18,11:00,Metro,M-Yellow,West District,City Center,16.9,314,0,0.51,3.0
2025-08-18,12:30,Metro,M-Green,City Center,South District,21.5,253,0,0.65,4.0
2025-08-18,15:15,Bus,B-64,South District,West District,12.3,48,11,1.23,1.0
2025-08-18,18:30,Metro,M-Red,East District,South District,24.4,219,6,0.73,3.0
2025-08-18,19:30,Metro,M-Blue,West District,East District,25.7,366,0,0.77,4.0
2025-08-18,20:45,Tram,T-12,East District,North District,2.6,37,9,0.1,3.0
2025-08-18,22:30,Metro,M-Yellow,City Center,East District,22.4,247,2,0.67,3.0
2025-08-19,05:00,Rail,R-Local,City Center,South District,38.3,392,0,1.92,3.0
2025-08-19,05:30,Metro,M-Blue,West District,East District,10.7,313,2,0.32,4.0
2025-08-19,07:45,Bus,B-37,City Center,South District,3.9,51,14,0.39,2.0
2025-08-19,07:45,Tram,T-1,West District,South District,8.3,55,6,0.33,3.0
2025-08-19,10:45,Metro,M-Green,West District,East District,12.6,200,0,0.38,2.0
2025-08-19,11:00,Shared Cycling,Cycle-Share,City Center,East District,3.2,1,0,0.0,4.0
2025-08-19,11:30,Bus,B-69,East District,North District,13.4,43,11,1.34,3.0
2025-08-19,12:45,Shared Cycling,Cycle-Share,West District,South District,3.3,1,0,0.0,3.0
2025-08-19,16:30,Tram,T-11,South District,North District,6.6,28,1,0.26,4.0
2025-08-19,17:45,Bus,B-47,City Center,North District,5.7,50,0,0.57,3.0
2025-08-19,19:15,Bus,B-15,East District,South District,5.8,67,0,0.58,2.0
2025-08-19,23:15,Metro,M-Blue,South District,East District,16.9,226,5,0.51,5.0
2025-08-20,11:30,Metro,M-Blue,North District,East District,24.5,434,0,0.73,4.0
2025-08-20,15:45,Bus,B-19,South District,West District,4.4,44,0,0.44,3.0
2025-08-20,18:30,Bus,B-26,City Center,East District,6.3,38,0,0.63,3.0
2025-08-20,20:30,Metro,M-Blue,West District,North District,25.9,314,1,0.78,4.0
2025-08-20,22:45,Tram,T-3,East District,North District,4.5,85,10,0.18,3.0
2025-08-21,06:00,Metro,M-Red,City Center,North District,10.6,337,5,0.32,4.0
2025-08-21,06:15,Bus,B-91,East District,City Center,13.0,45,19,1.3,2.0
2025-08-21,06:15,Metro,M-Yellow,City Center,South District,11.7,377,2,0.35,3.0
2025-08-21,08:45,Bus,B-82,City Center,East District,13.6,36,9,1.36,4.0
2025-08-21,09:45,Metro,M-Red,North District,West District,9.9,213,4,0.3,3.0
2025-08-21,10:30,Metro,M-Green,City Center,East District,11.5,474,5,0.34,4.0
2025-08-21,13:45,Tram,T-11,South District,West District,7.8,63,0,0.31,3.0
2025-08-21,18:45,Tram,T-7,West District,South District,3.5,64,0,0.14,3.0
2025-08-21,19:00,Bus,B-14,East District,City Center,10.6,38,0,1.06,3.0
2025-08-21,19:45,Metro,M-Yellow,South District,East District,13.1,313,0,0.39,4.0
2025-08-21,20:15,Metro,M-Red,North District,East District,29.4,266,4,0.88,
2025-08-21,21:15,Bus,B-30,City Center,South District,3.3,56,8,0.33,3.0
2025-08-21,22:00,Bus,B-62,East District,City Center,11.4,50,33,1.14,3.0
2025-08-21,22:15,Bus,B-43,North District,East District,11.9,46,6,1.19,4.0
2025-08-22,08:30,Tram,T-11,West District,North District,8.6,79,4,0.34,4.0
2025-08-22,13:15,Tram,T-5,South District,North District,4.1,86,10,0.16,3.0
2025-08-22,15:15,Bus,B-41,North District,City Center,10.0,31,8,1.0,4.0
2025-08-22,19:15,Metro,M-Red,East District,South District,12.3,307,2,0.37,3.0
2025-08-22,22:15,Tram,T-4,South District,North District,6.4,98,6,0.26,4.0
2025-08-22,22:30,Shared Cycling,Cycle-Share,City Center,East District,0.9,1,0,0.0,4.0
2025-08-22,23:00,Bus,B-12,South District,City Center,14.9,28,13,1.49,2.0
2025-08-23,09:45,Metro,M-Yellow,East District,North District,6.4,148,0,0.19,3.0
2025-08-23,09:45,Rail,R-Local,East District,City Center,60.7,339,24,3.04,5.0
2025-08-23,12:00,Rail,R-Express,South District,City Center,59.0,610,17,2.95,1.0
2025-08-23,16:15,Bus,B-26,North District,South District,9.0,50,19,0.9,3.0
2025-08-23,17:15,Metro,M-Blue,East District,South District,20.0,205,0,0.6,4.0
2025-08-23,17:45,Rail,R-Express,City Center,South District,34.7,151,15,1.74,4.0
2025-08-23,20:15,Shared Cycling,Cycle-Share,West District,South District,1.1,1,0,0.0,4.0
2025-08-24,07:30,Metro,M-Yellow,City Center,South District,9.3,309,0,0.28,1.0
2025-08-24,10:15,Shared Cycling,Cycle-Share,East District,City Center,1.8,1,0,0.0,4.0
2025-08-24,14:00,Bus,B-41,South District,City Center,6.8,56,0,0.68,5.0
2025-08-24,18:30,Shared Cycling,Cycle-Share,City Center,East District,0.8,1,0,0.0,3.0
2025-08-24,21:00,Metro,M-Red,North District,South District,10.3,275,0,0.31,4.0
